u,i,ts,label,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7
0,3,1568,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1568,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,1568,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,4,1568,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,4,1568,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,2,1568,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,0,1568,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,3,1568,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3,1572,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1572,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,1572,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,1572,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,2,1572,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,0,1572,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,1572,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,0,1572,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,3,1576,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1576,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,2,1576,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,1576,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,2,1576,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,0,1576,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,1576,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,0,1576,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,3,1580,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4,1580,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1580,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,1580,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,2,1580,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,2,1580,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,4,1580,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,2,1580,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,3,1584,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4,1584,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1584,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,1584,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,2,1584,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,2,1584,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,2,1584,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7,2,1584,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,3,1588,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4,1588,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,4,1588,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,2,1588,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,1,1588,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,2,1588,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,2,1588,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7,3,1588,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1592,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,1592,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,4,1592,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,2,1592,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,0,1592,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,2,1592,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,2,1592,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7,3,1592,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1596,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,1596,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1596,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,1,1596,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,0,1596,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,4,1596,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,4,1596,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,3,1596,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4,1600,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,1600,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,1600,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,1,1600,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,0,1600,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,4,1600,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,4,1600,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,2,1600,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,4,1604,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,1604,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,1604,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,1,1604,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,0,1604,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,4,1604,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,4,1604,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,1,1604,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,4,1608,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,1608,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,1608,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,1,1608,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,0,1608,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,0,1608,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,1608,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,0,1608,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,1612,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,1612,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,1612,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,1612,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,3,1612,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5,0,1612,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,3,1612,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,0,1612,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,1616,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,1616,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1616,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,1616,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,1,1616,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,3,1616,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,3,1616,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,0,1616,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,1620,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1620,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,4,1620,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,0,1620,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,4,1620,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,3,1620,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,3,1620,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,0,1620,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,1624,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1624,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,4,1624,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,1,1624,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,4,1624,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,3,1624,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,3,1624,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,0,1624,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,2,1628,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1628,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1628,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1628,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1628,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,3,1628,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,0,1628,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,0,1628,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,2,1632,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,1632,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,1632,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1632,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1632,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,1,1632,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,0,1632,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,0,1632,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,2,1636,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,1636,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,1636,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1636,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1636,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,1,1636,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,0,1636,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,0,1636,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,2,1640,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,1640,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,3,1640,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1640,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,0,1640,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,1,1640,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,3,1640,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,2,1640,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,2,1644,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4,1644,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,1644,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,1644,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,0,1644,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,1,1644,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,3,1644,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,0,1644,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,3,1648,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4,1648,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1648,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,1648,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,0,1648,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,0,1648,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,3,1648,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,0,1648,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,3,1652,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1652,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,4,1652,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,0,1652,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4,0,1652,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,0,1652,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,3,1652,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,0,1652,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,3,1656,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1656,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,4,1656,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,3,1656,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1656,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,0,1656,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,1656,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,2,1656,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,3,1660,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1660,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1660,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1660,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,1,1660,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,0,1660,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,1660,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,2,1660,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,3,1664,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1664,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1664,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1664,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,1,1664,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,0,1664,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,0,1664,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7,2,1664,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,3,1668,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,1668,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1668,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1668,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,4,1668,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,0,1668,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,3,1668,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,2,1668,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,3,1672,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,1672,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1672,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1672,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1672,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,1,1672,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,3,1672,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,2,1672,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,3,1676,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,1676,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1676,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1676,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1676,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,1,1676,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,2,1676,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7,2,1676,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,3,1680,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,1680,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1680,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,1680,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1680,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,1,1680,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,2,1680,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7,4,1680,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1684,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,1684,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,1684,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,1,1684,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,0,1684,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,2,1684,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,2,1684,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7,4,1684,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,3,1688,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,1688,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,1688,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,1,1688,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,0,1688,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,2,1688,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,2,1688,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7,1,1688,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,3,1692,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,1692,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2,1692,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3,2,1692,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,0,1692,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,2,1692,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,4,1692,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,2,1692,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,3,1696,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,1696,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,4,1696,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,4,1696,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,0,1696,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,2,1696,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,4,1696,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,3,1696,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2,1700,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1700,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,3,1700,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,2,1700,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,0,1700,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,2,1700,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,4,1700,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7,3,1700,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2,1704,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1704,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1704,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,2,1704,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,1,1704,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,2,1704,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,1,1704,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7,2,1704,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,4,1708,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1708,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1708,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,2,1708,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,0,1708,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,4,1708,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,1,1708,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7,2,1708,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1712,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,1712,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,1712,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,2,1712,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,0,1712,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,4,1712,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,1,1712,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7,2,1712,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1716,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,1716,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,1716,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,1,1716,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,0,1716,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5,1,1716,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,3,1716,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,4,1716,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1720,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,1720,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,3,1720,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1,1720,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,4,1720,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,1,1720,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6,3,1720,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,3,1720,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1724,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,1724,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,3,1724,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,2,1724,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4,4,1724,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,2,1724,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,3,1724,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7,0,1724,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,1728,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,1728,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2,1728,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
