u,i,ts,label,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7
5,0,2404,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,6,2404,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6,3,2404,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,7,2404,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,0,2404,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,7,2404,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,2408,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5,2408,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2408,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,5,2408,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,2408,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,5,2408,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,2408,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,6,2408,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,3,2408,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4,7,2408,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,0,2408,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,6,2408,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6,3,2408,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,6,2408,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7,2,2408,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7,5,2408,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,4,2412,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,5,2412,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2412,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,5,2412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,2412,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,7,2412,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2412,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,5,2412,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,2,2412,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,7,2412,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,0,2412,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,5,2412,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,2,2412,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6,7,2412,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,2,2412,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7,6,2412,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,2,2416,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,6,2416,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2416,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,6,2416,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,2416,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,6,2416,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2416,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,6,2416,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,2,2416,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,6,2416,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,0,2416,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,6,2416,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6,2,2416,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6,5,2416,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7,2,2416,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7,6,2416,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,4,2420,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,5,2420,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2420,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,5,2420,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,2420,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,5,2420,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,2420,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,5,2420,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,2,2420,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,5,2420,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5,0,2420,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,6,2420,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6,1,2420,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6,6,2420,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7,4,2420,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7,5,2420,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,2424,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,7,2424,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,2424,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5,2424,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,2424,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,7,2424,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,2424,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,5,2424,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,2,2424,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,6,2424,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,0,2424,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,7,2424,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,1,2424,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6,5,2424,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7,0,2424,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,6,2424,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,2428,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,6,2428,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3,2428,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6,2428,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3,2428,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,6,2428,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,2428,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,6,2428,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,2,2428,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,5,2428,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5,0,2428,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,5,2428,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,3,2428,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,5,2428,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7,0,2428,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,6,2428,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,3,2432,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5,2432,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,2432,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5,2432,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,2432,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,5,2432,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,1,2432,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,5,2432,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,2,2432,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,7,2432,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,3,2432,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5,6,2432,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6,3,2432,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,7,2432,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,0,2432,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,5,2432,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,2436,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,7,2436,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,2436,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,7,2436,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,3,2436,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,7,2436,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,2436,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,7,2436,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,2,2436,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,5,2436,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5,3,2436,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5,7,2436,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,3,2436,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,5,2436,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7,3,2436,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7,7,2436,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,2440,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5,2440,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,4,2440,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6,2440,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3,2440,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,7,2440,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4,2440,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,6,2440,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,2,2440,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,7,2440,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,2,2440,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,5,2440,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,0,2440,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,7,2440,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,3,2440,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7,5,2440,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,2,2444,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,6,2444,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2444,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,5,2444,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2444,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,5,2444,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,2444,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,6,2444,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,4,2444,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,5,2444,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5,3,2444,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5,6,2444,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6,0,2444,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,6,2444,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7,2,2444,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7,7,2444,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,2448,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,7,2448,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2448,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,7,2448,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2448,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,6,2448,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2448,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,5,2448,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,4,2448,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,5,2448,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5,0,2448,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,5,2448,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,0,2448,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,5,2448,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7,2,2448,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7,7,2448,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,4,2452,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,5,2452,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,2452,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6,2452,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2452,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,5,2452,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,2452,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,5,2452,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,2,2452,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,7,2452,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,0,2452,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,7,2452,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,0,2452,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,7,2452,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,2,2452,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7,5,2452,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,2456,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,6,2456,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,2456,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,6,2456,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2456,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,7,2456,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2,2456,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3,6,2456,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,3,2456,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4,6,2456,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,0,2456,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,5,2456,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,0,2456,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,6,2456,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7,4,2456,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7,7,2456,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,2460,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,6,2460,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,2460,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5,2460,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2460,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,6,2460,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,4,2460,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,6,2460,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,3,2460,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4,7,2460,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,0,2460,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,6,2460,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6,0,2460,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,6,2460,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7,0,2460,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,6,2460,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,2464,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,5,2464,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,2464,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6,2464,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2464,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,5,2464,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,2464,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,5,2464,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,3,2464,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4,7,2464,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,0,2464,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5,5,2464,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,0,2464,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,6,2464,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7,0,2464,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,5,2464,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,2468,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,7,2468,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3,2468,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7,2468,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2468,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,7,2468,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,2468,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,7,2468,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,3,2468,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4,5,2468,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5,2,2468,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,7,2468,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,0,2468,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6,7,2468,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,0,2468,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,7,2468,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,2472,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,5,2472,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,2472,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5,2472,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2472,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,6,2472,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,2472,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,6,2472,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,1,2472,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,5,2472,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5,2,2472,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,5,2472,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,3,2472,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,5,2472,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7,2,2472,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7,6,2472,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,3,2476,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,6,2476,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,2476,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,6,2476,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3,2476,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,5,2476,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,1,2476,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,7,2476,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,1,2476,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,7,2476,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,2,2476,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,6,2476,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6,3,2476,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,6,2476,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7,2,2476,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7,7,2476,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,2480,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5,2480,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,2480,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5,2480,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,2480,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,5,2480,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,2480,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3,5,2480,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,1,2480,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,6,2480,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,2,2480,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,7,2480,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,3,2480,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,7,2480,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,2,2480,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7,5,2480,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,2484,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,6,2484,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,2484,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6,2484,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3,2484,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,7,2484,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,2484,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,5,2484,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4,1,2484,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,7,2484,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,2,2484,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,5,2484,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,3,2484,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
